"filename", "language", "C++", "comment", "blank", "total"
"/Users/jamesweigand/Documents/msfl/src/Date.cpp", "C++", 53, 7, 2, 62
"/Users/jamesweigand/Documents/msfl/src/Date.hpp", "C++", 2, 0, 0, 2
"/Users/jamesweigand/Documents/msfl/src/msutil.hpp", "C++", 34, 0, 6, 40
"Total", "-", 89, 7, 8, 104
