"filename", "language", "C++", "comment", "blank", "total"
"/Users/jamesweigand/Documents/msfl/src/Date.cpp", "C++", 42, 12, 14, 68
"/Users/jamesweigand/Documents/msfl/src/Date.hpp", "C++", 1, 0, 0, 1
"/Users/jamesweigand/Documents/msfl/src/FilePath.cpp", "C++", 0, 1, 1, 2
"Total", "-", 43, 13, 15, 71
