"filename", "language", "C++", "comment", "blank", "total"
"/Users/jamesweigand/Documents/msfl/src/Date.cpp", "C++", 37, 1, 9, 47
"/Users/jamesweigand/Documents/msfl/src/Date.hpp", "C++", 14, 0, 1, 15
"/Users/jamesweigand/Documents/msfl/src/asset.cpp", "C++", 30, 3, 3, 36
"/Users/jamesweigand/Documents/msfl/src/asset.hpp", "C++", 8, 0, 1, 9
"/Users/jamesweigand/Documents/msfl/src/msutil.hpp", "C++", 15, 0, 4, 19
"Total", "-", 104, 4, 18, 126
